gene_name,ct_marker_evidence_blood,ct_marker_evidence_bone_marrow,ct_marker_evidence_heart,ct_marker_evidence_kidney,ct_marker_evidence_liver,ct_marker_evidence_lung,ct_marker_evidence_lymph_node
AKAP6,,,1.0,0.0,0.0,0.0,
AKAP7,,0.0,,,0.0,,0.0
AKAP8,,,,0.0,,,
AKAP8L,,,,,0.0,,
AKAP9,,0.0,0.0,0.0,,0.0,
AKIP1,0.0,0.0,,0.0,,0.0,
AKIRIN1,,0.0,,,,,
AKIRIN2,,0.0,,,0.0,0.0,0.0
AKNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKNAD1,,0.0,0.0,1.0,,,
AKR1A1,,0.0,0.0,0.0,0.0,0.0,0.0
AKR1B1,,0.0,,0.0,0.0,0.0,
AKR1B10,,,,,0.0,0.0,
AKR1C1,,0.0,0.0,0.0,0.0,0.0,1.0
AKR1C2,,0.0,0.0,0.0,0.0,0.0,
AKR1C3,1.0,1.0,1.0,1.0,,1.0,
AKR1C4,,,,,0.0,,
AKR1D1,,,,,0.0,,
AKR7A2,0.0,0.0,,0.0,,0.0,0.0
AKR7A3,,,,0.0,0.0,,
AKT1S1,0.0,,,,,,
AKT2,0.0,0.0,0.0,0.0,0.0,0.0,
AKT3,,0.0,0.0,0.0,0.0,0.0,0.0
AKTIP,,,,0.0,,,0.0
AL109767.1,,0.0,,,,,
AL591893.1,,,,0.0,,,
ALAD,,0.0,,,0.0,,
ALAS1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ALAS2,0.0,0.0,,1.0,1.0,1.0,
ALB,,,,1.0,1.0,,
ALCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH16A1,,,,,,,0.0
ALDH18A1,,0.0,,0.0,,0.0,
ALDH1A1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALDH1A2,1.0,1.0,0.0,1.0,1.0,0.0,0.0
ALDH1A3,,,0.0,0.0,0.0,0.0,
ALDH1B1,,,,0.0,0.0,0.0,
ALDH1L1,,,0.0,0.0,0.0,1.0,
ALDH1L2,,0.0,0.0,0.0,0.0,0.0,
ALDH2,0.0,0.0,,0.0,0.0,0.0,0.0
ALDH3A1,,,,,1.0,0.0,
ALDH3A2,,,0.0,0.0,0.0,0.0,0.0
ALDH3B1,0.0,0.0,,0.0,0.0,0.0,0.0
ALDH3B2,,,,,,0.0,
ALDH4A1,,,,0.0,0.0,,
ALDH5A1,,,0.0,,,,0.0
ALDH6A1,,,0.0,0.0,0.0,0.0,0.0
ALDH7A1,,0.0,,0.0,0.0,0.0,0.0
ALDH8A1,,,,0.0,0.0,,
ALDH9A1,,,,,0.0,,
ALDOA,0.0,0.0,,0.0,0.0,0.0,0.0
ALDOB,,,,1.0,1.0,,1.0
ALDOC,,,,,0.0,,0.0
ALG1,0.0,,,,0.0,,
ALG11,,,,0.0,,,
ALG12,0.0,,,,,,0.0
ALG13,,,0.0,,,0.0,0.0
ALG14,0.0,0.0,,,0.0,,
ALG1L,,,,,,0.0,
ALG2,0.0,,,,,0.0,0.0
ALG3,,,,,0.0,,0.0
ALG5,,0.0,,0.0,0.0,0.0,
ALG6,,0.0,,,,,0.0
ALG8,,0.0,,,,,
ALG9,,0.0,,,,,
ALK,,,0.0,0.0,,,
ALKBH1,,0.0,,,0.0,,
ALKBH2,,,,,0.0,,0.0
ALKBH4,,,,,,,0.0
ALKBH5,0.0,,,,,,
ALKBH7,0.0,0.0,,,,,
ALMS1,,,,,0.0,,0.0
ALOX12,0.0,0.0,,,,,
ALOX12-AS1,,,0.0,,,,0.0
ALOX15,0.0,,1.0,0.0,,0.0,0.0
ALOX15B,,0.0,,1.0,0.0,0.0,1.0
ALOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX5AP,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALPK1,,0.0,,,0.0,,
ALPK2,,,0.0,0.0,0.0,0.0,0.0
ALPK3,,,0.0,0.0,,,1.0
ALPL,,0.0,0.0,0.0,0.0,0.0,0.0
ALS2,,0.0,0.0,0.0,0.0,0.0,0.0
ALS2CL,0.0,0.0,,0.0,,0.0,0.0
ALYREF,0.0,0.0,,0.0,,,
AMACR,,,,0.0,,0.0,
AMBP,,,,0.0,1.0,,
AMBRA1,,0.0,,0.0,,0.0,
AMD1,0.0,0.0,1.0,0.0,,,0.0
AMDHD1,,,,0.0,0.0,,
AMDHD2,0.0,,0.0,0.0,0.0,,
AMER1,,,,,0.0,,
AMFR,0.0,,,0.0,0.0,0.0,0.0
AMHR2,0.0,0.0,,,1.0,1.0,
AMIGO1,,,,,0.0,,
AMIGO2,,,,0.0,0.0,0.0,
AMMECR1,,,,,0.0,,
AMMECR1L,0.0,,,,,,
AMN,0.0,,,0.0,,0.0,
AMN1,0.0,,,0.0,,,0.0
AMOT,,0.0,,0.0,,0.0,
AMOTL1,,0.0,,0.0,0.0,0.0,0.0
AMOTL2,,,0.0,0.0,0.0,0.0,
AMPD1,,1.0,0.0,1.0,0.0,0.0,0.0
AMPD2,0.0,0.0,,0.0,0.0,0.0,0.0
AMPD3,,0.0,0.0,0.0,0.0,0.0,
AMPH,,,,,0.0,,1.0
AMT,0.0,,,0.0,,,
AMY2B,,0.0,,0.0,,,
AMZ1,0.0,,,,,0.0,
AMZ2,,,,0.0,0.0,,
ANAPC1,,,,,0.0,,
ANAPC10,0.0,0.0,,0.0,,,0.0
ANAPC11,0.0,0.0,,0.0,0.0,0.0,
ANAPC13,,,,,0.0,,
ANAPC15,,0.0,,0.0,0.0,,
ANAPC16,0.0,0.0,,0.0,,0.0,0.0
ANAPC4,0.0,,,0.0,,,
ANAPC5,0.0,,,0.0,,,0.0
ANAPC7,,,,,0.0,,
ANG,,0.0,0.0,0.0,0.0,,0.0
ANGEL1,,0.0,,,,,
ANGEL2,,0.0,,,,,
ANGPT1,0.0,1.0,0.0,0.0,,0.0,1.0
ANGPT2,,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT4,,,1.0,,,,
ANGPTL1,,,0.0,0.0,0.0,0.0,0.0
ANGPTL2,,,0.0,0.0,,0.0,
ANGPTL3,,,,1.0,0.0,,
ANGPTL4,,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL5,,,,,,1.0,
ANGPTL6,,,,,0.0,,
ANGPTL7,,,,1.0,,1.0,
ANGPTL8,,,1.0,,,,
ANK1,0.0,0.0,,,0.0,0.0,
ANK2,,,0.0,0.0,0.0,0.0,
ANK3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ANKAR,0.0,,,,,,
ANKDD1A,,,0.0,0.0,,,0.0
ANKDD1B,,,0.0,,,,
ANKFN1,,,,0.0,,0.0,
ANKFY1,0.0,,,,,,
ANKH,0.0,,0.0,0.0,0.0,0.0,
ANKHD1,0.0,0.0,,,,,
ANKIB1,,,,0.0,,,
ANKLE2,0.0,0.0,0.0,,,0.0,
ANKMY1,,0.0,,,0.0,,
ANKRA2,,0.0,0.0,0.0,,,
ANKRD1,,,0.0,,1.0,1.0,
ANKRD10,0.0,,,,,0.0,0.0
ANKRD11,0.0,0.0,,0.0,0.0,0.0,
ANKRD12,0.0,0.0,,0.0,0.0,0.0,0.0
ANKRD13A,0.0,,,0.0,0.0,,0.0
ANKRD13B,1.0,,,1.0,1.0,,
ANKRD13C,,0.0,,0.0,,,0.0
ANKRD13D,0.0,,0.0,,,,
ANKRD16,0.0,0.0,,,,,
ANKRD17,0.0,,0.0,0.0,,0.0,
ANKRD18A,,0.0,,0.0,0.0,0.0,
ANKRD2,,,0.0,0.0,,,
ANKRD20A1,,,,0.0,,0.0,
ANKRD22,0.0,,1.0,0.0,,0.0,0.0
ANKRD23,,,0.0,,,,
ANKRD26,,0.0,0.0,,0.0,,0.0
ANKRD27,0.0,,0.0,0.0,,,0.0
ANKRD28,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ANKRD29,,,0.0,0.0,0.0,0.0,
ANKRD30A,,,0.0,0.0,,,
ANKRD30B,,,,,1.0,,
ANKRD33B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD34A,,,,,,,0.0
ANKRD34B,,,,0.0,,,
ANKRD35,0.0,0.0,,0.0,,0.0,
ANKRD36,0.0,0.0,,0.0,,0.0,
ANKRD36B,0.0,,,,,0.0,0.0
ANKRD36C,,0.0,,0.0,0.0,0.0,0.0
ANKRD37,0.0,0.0,,,,0.0,0.0
ANKRD39,0.0,,,0.0,,,0.0
ANKRD40,,0.0,0.0,,,,
ANKRD42,,0.0,,,,0.0,
ANKRD44,0.0,0.0,0.0,0.0,0.0,0.0,
ANKRD46,,0.0,,,,,
ANKRD49,,,,0.0,,,
ANKRD50,,,,,0.0,,
ANKRD52,,0.0,,,0.0,0.0,
ANKRD53,,,,0.0,1.0,1.0,
ANKRD54,,,,0.0,,,
ANKRD55,0.0,1.0,0.0,,0.0,,0.0
ANKRD6,,0.0,,,,0.0,
ANKRD65,1.0,,,0.0,,0.0,0.0
ANKRD66,,,,,,1.0,
ANKRD9,,0.0,,0.0,,,0.0
ANKS1A,,,,0.0,0.0,,
ANKS1B,,,0.0,1.0,,0.0,
ANKS3,,0.0,0.0,0.0,0.0,,
ANKS4B,,,,0.0,,,
ANKS6,,,0.0,,,,0.0
ANKUB1,,,0.0,0.0,,0.0,
ANLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANO1,,,0.0,0.0,0.0,0.0,
ANO10,,0.0,,0.0,,,0.0
ANO2,,,1.0,0.0,1.0,0.0,0.0
ANO3,,,0.0,0.0,1.0,,
ANO4,,,,0.0,,0.0,
ANO5,,,0.0,0.0,,0.0,
ANO6,,,,0.0,,,
ANO8,0.0,0.0,,,,,
ANO9,0.0,,,0.0,0.0,0.0,
ANOS1,,,,0.0,,0.0,
ANP32A,0.0,0.0,0.0,0.0,0.0,,
ANP32B,0.0,0.0,,0.0,0.0,0.0,0.0
ANP32E,0.0,0.0,,0.0,0.0,0.0,0.0
ANPEP,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ANTKMT,,,,,,,0.0
ANTXR1,,,0.0,0.0,0.0,0.0,
ANTXR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA1,1.0,1.0,0.0,0.0,0.0,1.0,1.0
ANXA10,,,,,0.0,,
ANXA11,0.0,,,0.0,0.0,0.0,0.0
ANXA13,,,,,0.0,,
ANXA2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ANXA2R,0.0,,,0.0,0.0,,0.0
ANXA3,1.0,1.0,0.0,0.0,0.0,1.0,1.0
ANXA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA6,0.0,0.0,,0.0,0.0,0.0,
ANXA7,,0.0,,0.0,0.0,0.0,0.0
ANXA8,,,0.0,,,0.0,
ANXA8L1,,,,,,0.0,
ANXA9,,,,0.0,0.0,,
AOAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AOC1,,,,0.0,,1.0,1.0
AOC3,,,0.0,0.0,0.0,1.0,
AOX1,,,0.0,0.0,0.0,0.0,1.0
AP000282.2,,,,0.0,,,
AP000304.12,,,,0.0,,,
AP000318.2,,,,0.0,,,
AP000345.2,,0.0,,,,,
AP000355.2,,,,,0.0,,
AP000439.1,,,,,1.0,,
AP000462.2,,,0.0,0.0,,,
AP000472.3,,,,1.0,,,
AP000487.5,,,,0.0,,,
AP000695.4,,,,0.0,,,
AP000696.2,,,,0.0,,,
AP000705.7,,,0.0,,,,
AP001056.1,,,,,,,0.0
AP001059.6,,,,0.0,,,
AP001189.4,1.0,,,,,,
AP001347.6,,,,0.0,,,
AP001412.1,,,,,,,0.0
AP001626.2,,,,,0.0,,
AP001628.6,,,,0.0,,,
AP003774.1,1.0,,,1.0,0.0,,
AP005530.2,,,,,1.0,,
AP006621.5,,,,0.0,,,
AP1AR,,,0.0,,,,0.0
AP1B1,,0.0,0.0,0.0,0.0,0.0,0.0
AP1G1,,,,0.0,0.0,,0.0
AP1G2,,,0.0,0.0,0.0,0.0,0.0
AP1M1,,,,,,,0.0
AP1M2,,,,0.0,0.0,0.0,
AP1S1,0.0,,,0.0,0.0,,0.0
AP1S2,0.0,0.0,0.0,0.0,0.0,0.0,
AP1S3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP2A1,0.0,0.0,,,,0.0,0.0
AP2A2,,,0.0,0.0,0.0,0.0,0.0
AP2B1,,,,0.0,,0.0,
AP2M1,,0.0,,0.0,0.0,0.0,
AP2S1,0.0,0.0,,0.0,0.0,0.0,0.0
AP3B1,,0.0,,,0.0,,0.0
AP3D1,0.0,,,,0.0,,
AP3M1,,0.0,,0.0,0.0,,
AP3M2,0.0,1.0,,0.0,,0.0,0.0
AP3S1,0.0,,,0.0,0.0,,
AP3S2,0.0,,,,,,
AP4B1,,,,0.0,,,
AP4B1-AS1,,,,0.0,,,
AP4E1,,0.0,,,,,
AP4M1,,,,0.0,,,0.0
AP4S1,,,,,0.0,,
AP5B1,,,,,,,0.0
AP5S1,0.0,,,,,,0.0
AP5Z1,,,,0.0,,,
APAF1,0.0,0.0,,0.0,,0.0,0.0
APBA1,1.0,,,0.0,0.0,0.0,
APBA2,,0.0,0.0,0.0,0.0,0.0,1.0
APBA3,,,,0.0,0.0,,0.0
APBB1,,0.0,,0.0,,0.0,
APBB1IP,,0.0,0.0,0.0,0.0,0.0,0.0
APBB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APC,0.0,,,0.0,,,
APC2,,,0.0,,,,
APCDD1,,,0.0,0.0,0.0,0.0,
APCDD1L,,,,0.0,,,
APCS,,,,1.0,0.0,,
APEH,,,,,,0.0,
APELA,,,,0.0,,,
APEX1,0.0,0.0,,0.0,,0.0,
APEX2,,,,,,,0.0
APH1A,0.0,0.0,,,0.0,,0.0
APH1B,,,,,0.0,,
API5,,,,0.0,,,
APIP,0.0,,,,,0.0,
APLN,,1.0,,1.0,0.0,0.0,
APLNR,,,0.0,1.0,0.0,,
APLP1,,,,1.0,,,
APLP2,0.0,0.0,,0.0,0.0,0.0,1.0
APMAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOA1,0.0,,,0.0,1.0,0.0,0.0
APOA2,,,,,0.0,,
APOA4,1.0,,,,0.0,,
APOA5,,,,,0.0,,
APOB,,,,,1.0,,
APOBEC2,,1.0,0.0,,,,
APOBEC3A,0.0,0.0,0.0,1.0,1.0,0.0,1.0
APOBEC3B,0.0,1.0,,,1.0,,
APOBEC3C,0.0,,,0.0,0.0,0.0,0.0
APOBEC3F,0.0,0.0,,,,,0.0
APOBEC3G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOBEC3H,0.0,0.0,,1.0,,0.0,0.0
APOBEC4,,,,,,1.0,
APOBR,,,0.0,0.0,,0.0,0.0
APOC1,0.0,1.0,0.0,0.0,1.0,1.0,0.0
APOC2,,0.0,,0.0,0.0,,1.0
APOC3,,1.0,,0.0,1.0,,
APOC4,,,,,0.0,,
APOC4-APOC2,,,,,0.0,0.0,
APOD,,,1.0,0.0,0.0,0.0,0.0
APOE,0.0,0.0,0.0,1.0,1.0,1.0,0.0
APOF,,,,,0.0,,
APOH,,,,,0.0,,
APOL1,0.0,,,0.0,0.0,0.0,0.0
APOL2,0.0,,,,0.0,,0.0
APOL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOL4,,0.0,,0.0,0.0,0.0,
APOL6,0.0,,0.0,0.0,,0.0,0.0
APOLD1,0.0,,0.0,0.0,0.0,0.0,0.0
APOM,,,,0.0,0.0,0.0,0.0
APOO,,,1.0,1.0,,0.0,0.0
APOOL,0.0,0.0,,,,,
APP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPBP2,,0.0,,,,,
APPL1,0.0,0.0,,,,,0.0
APPL2,,0.0,,,0.0,,
APRT,,0.0,,0.0,0.0,,0.0
APTR,0.0,0.0,,,,0.0,
APTX,,,,,0.0,,0.0
AQP1,,0.0,0.0,1.0,1.0,,1.0
AQP10,0.0,0.0,,,,,
AQP2,,,,1.0,,,
AQP3,0.0,0.0,0.0,1.0,0.0,0.0,1.0
AQP4,,,,,,0.0,
AQP4-AS1,,,0.0,,0.0,0.0,
AQP5,,1.0,,0.0,,0.0,
AQP6,,,,0.0,,,
AQP7,,,0.0,0.0,,,0.0
AQP9,0.0,0.0,0.0,1.0,1.0,0.0,1.0
AR,1.0,,,0.0,0.0,0.0,
ARAF,,,,,,,0.0
ARAP1,0.0,0.0,0.0,0.0,0.0,,0.0
ARAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAP3,0.0,0.0,0.0,0.0,0.0,,0.0
ARC,,,,0.0,1.0,0.0,
AREG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AREL1,,0.0,,0.0,,,0.0
ARF1,,0.0,,0.0,0.0,0.0,0.0
ARF3,,,,,,,0.0
ARF4,0.0,,,0.0,0.0,0.0,0.0
ARF4-AS1,0.0,0.0,,,,,
ARF5,0.0,0.0,,,,,0.0
ARF6,0.0,0.0,,0.0,0.0,0.0,0.0
ARFGAP1,,0.0,0.0,0.0,,,
ARFGAP2,,0.0,,0.0,,,0.0
ARFGAP3,0.0,,,0.0,0.0,,
ARFGEF1,,0.0,,0.0,,,
ARFGEF2,,,,0.0,,,
ARFGEF3,,0.0,0.0,0.0,,0.0,
ARFIP1,0.0,,0.0,,0.0,,0.0
ARFIP2,,0.0,,,0.0,,0.0
ARFRP1,0.0,,,,0.0,0.0,
ARG1,1.0,0.0,1.0,,0.0,,1.0
ARG2,0.0,0.0,,0.0,0.0,0.0,0.0
ARGLU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP1,0.0,,,,0.0,0.0,
ARHGAP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP11A,0.0,0.0,0.0,0.0,0.0,0.0,
ARHGAP11B,,0.0,0.0,,0.0,,
ARHGAP12,,,,,,0.0,
ARHGAP15,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ARHGAP17,0.0,0.0,,0.0,0.0,,0.0
ARHGAP18,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ARHGAP19,0.0,,1.0,0.0,0.0,,
ARHGAP20,,,0.0,0.0,0.0,0.0,
ARHGAP21,0.0,,0.0,0.0,0.0,,0.0
ARHGAP22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP23,,0.0,0.0,0.0,0.0,0.0,1.0
ARHGAP24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ARHGAP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP26,,0.0,0.0,0.0,,1.0,0.0
ARHGAP26-AS1,,,0.0,,,,
ARHGAP27,,0.0,,0.0,0.0,0.0,0.0
ARHGAP28,,,0.0,0.0,0.0,0.0,
ARHGAP29,,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP30,0.0,0.0,0.0,0.0,0.0,0.0,
ARHGAP31,0.0,,0.0,0.0,0.0,,0.0
ARHGAP31-AS1,0.0,,,,1.0,,
ARHGAP32,,,0.0,0.0,0.0,0.0,
ARHGAP33,0.0,,,0.0,0.0,,0.0
ARHGAP35,0.0,,,,0.0,,0.0
ARHGAP39,,,0.0,0.0,,0.0,
ARHGAP4,,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP40,,,,0.0,,1.0,
ARHGAP42,,,0.0,0.0,0.0,0.0,
ARHGAP44,,,0.0,0.0,0.0,0.0,
ARHGAP45,0.0,,,,,,
ARHGAP5,,0.0,,0.0,0.0,0.0,
ARHGAP5-AS1,,,,0.0,,,
ARHGAP6,0.0,,0.0,0.0,0.0,0.0,0.0
ARHGAP8,,,,,1.0,,
ARHGAP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGDIA,0.0,0.0,,0.0,0.0,0.0,0.0
ARHGDIB,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ARHGEF1,0.0,0.0,0.0,0.0,,0.0,0.0
ARHGEF10L,,0.0,0.0,0.0,0.0,0.0,
ARHGEF11,,0.0,,0.0,,,
ARHGEF12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF15,,,0.0,0.0,0.0,0.0,0.0
ARHGEF16,,,1.0,0.0,0.0,0.0,
ARHGEF17,0.0,,0.0,0.0,0.0,0.0,
ARHGEF19,0.0,0.0,,,,,
ARHGEF2,,0.0,0.0,0.0,,,
ARHGEF25,,,,,0.0,0.0,
ARHGEF26,,0.0,0.0,0.0,0.0,0.0,
ARHGEF28,,,0.0,0.0,1.0,0.0,
ARHGEF3,,0.0,0.0,0.0,0.0,,0.0
ARHGEF35,,,,,0.0,0.0,
ARHGEF37,,,,0.0,0.0,0.0,
ARHGEF38,,,,0.0,0.0,0.0,
ARHGEF39,0.0,,,0.0,0.0,,0.0
ARHGEF4,,,0.0,0.0,0.0,,
ARHGEF40,0.0,0.0,,0.0,,0.0,0.0
ARHGEF5,,,,0.0,,0.0,
ARHGEF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF9,,,0.0,,0.0,,
ARID1A,,0.0,,0.0,,,0.0
ARID1B,,0.0,0.0,0.0,0.0,0.0,0.0
ARID2,,,,,,,0.0
ARID3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID3B,0.0,,,0.0,,,
ARID4A,0.0,0.0,,,,,
ARID4B,0.0,0.0,,0.0,0.0,,0.0
ARID5A,0.0,,,0.0,0.0,0.0,0.0
ARID5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARIH1,,0.0,,0.0,0.0,,0.0
ARIH2,,,0.0,,,,
ARIH2OS,0.0,0.0,,,0.0,,
ARL1,,,,0.0,,0.0,0.0
ARL11,0.0,0.0,,0.0,0.0,0.0,0.0
ARL13B,,0.0,,0.0,,0.0,
ARL14,,,,1.0,,0.0,
ARL14EP,,0.0,,,,0.0,
ARL15,,0.0,1.0,1.0,0.0,0.0,0.0
ARL16,0.0,0.0,,0.0,,,
ARL17A,0.0,,,,,0.0,
ARL17B,,,0.0,0.0,,,
ARL2,0.0,0.0,0.0,,0.0,0.0,0.0
ARL2BP,0.0,0.0,,,,0.0,
ARL3,,0.0,,,,0.0,
ARL4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL4C,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ARL4D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL5A,0.0,0.0,,0.0,0.0,,
ARL5B,0.0,0.0,,0.0,,,
ARL5C,,,,1.0,,,
ARL6,,0.0,,0.0,,,
ARL6IP1,0.0,0.0,0.0,0.0,0.0,,0.0
ARL6IP4,0.0,,,,0.0,,
ARL6IP5,0.0,0.0,,0.0,0.0,0.0,
ARL6IP6,,,,,0.0,,
ARL8A,,,,,,,0.0
ARL8B,0.0,0.0,,0.0,,0.0,
ARL9,,,,,,0.0,
ARMC1,,,,0.0,0.0,,
ARMC10,,0.0,,0.0,0.0,0.0,
ARMC2,,,,,0.0,0.0,0.0
ARMC3,1.0,,,0.0,,1.0,
ARMC5,,0.0,,0.0,0.0,,0.0
ARMC6,0.0,,,,0.0,,
ARMC7,0.0,,,0.0,,,
ARMC8,,,,0.0,,,
ARMC9,,,0.0,0.0,,,
ARMCX1,0.0,0.0,0.0,,0.0,0.0,
ARMCX2,,,,0.0,0.0,0.0,
ARMCX3,,,,0.0,0.0,,
ARMCX4,,,,0.0,,0.0,
ARMCX5,,0.0,,0.0,,,
ARMCX6,0.0,0.0,,,0.0,,
ARMH1,0.0,,,,,,
ARMT1,,,,,,,0.0
ARNT,,0.0,,0.0,0.0,,0.0
ARNT2,,0.0,0.0,0.0,0.0,0.0,
ARNTL,0.0,0.0,,0.0,0.0,,0.0
ARNTL2,,,0.0,0.0,0.0,0.0,0.0
ARPC1A,0.0,,0.0,,0.0,,0.0
ARPC1B,0.0,0.0,0.0,0.0,0.0,,0.0
ARPC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ARPC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC5L,0.0,0.0,,,0.0,0.0,0.0
ARPIN,0.0,0.0,,0.0,,,1.0
ARPP19,,,,0.0,,0.0,
ARPP21,,1.0,,0.0,,,
ARRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRDC1-AS1,,,,0.0,,0.0,
ARRDC2,0.0,,,0.0,0.0,0.0,0.0
ARRDC3,0.0,0.0,,0.0,0.0,0.0,0.0
ARRDC4,,0.0,,0.0,,0.0,
ARRDC5,0.0,0.0,,0.0,,,
ARSA,0.0,0.0,,0.0,0.0,0.0,0.0
ARSB,,,,0.0,1.0,0.0,0.0
ARSD,0.0,,,0.0,,0.0,0.0
ARSF,,,0.0,0.0,,,
ARSG,,,,,0.0,,
ARSJ,,,0.0,0.0,0.0,0.0,1.0
ARSK,0.0,,,,0.0,,
ART3,,,0.0,1.0,,0.0,
ART4,,1.0,0.0,0.0,0.0,,
ARTN,,0.0,,,,,
ARV1,,,,0.0,,,
ARVCF,0.0,0.0,,,0.0,0.0,0.0
ASAH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAH2B,,0.0,,,0.0,,0.0
ASAP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ASAP2,,0.0,0.0,0.0,0.0,0.0,0.0
ASAP3,,,0.0,,0.0,0.0,
ASB10,,,0.0,1.0,,,
ASB11,,,0.0,,,,
ASB13,,,,0.0,0.0,,0.0
ASB15,,,0.0,,,,
ASB18,,,0.0,0.0,,,
ASB2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ASB3,,0.0,,,,,
ASB6,0.0,,,,0.0,,
ASB7,,,,,0.0,,
ASB8,0.0,,,,,,
ASB9,1.0,0.0,,0.0,,,
ASCC1,0.0,,,0.0,0.0,,
ASCC2,0.0,,,0.0,,,0.0
ASCC3,0.0,,,0.0,,,
ASCL1,,,,,,0.0,
ASCL2,0.0,0.0,,0.0,0.0,0.0,0.0
ASCL4,,,,,,0.0,
ASF1A,0.0,,,,,0.0,0.0
ASF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASGR1,1.0,0.0,,0.0,1.0,0.0,0.0
ASGR2,0.0,1.0,,1.0,0.0,0.0,
ASH1L,,,,0.0,0.0,,
ASH1L-AS1,,,,,,,0.0
ASH2L,0.0,,,,,,
ASIC2,,,,1.0,,0.0,
ASIC4,,,,0.0,,,
ASIP,1.0,0.0,,0.0,0.0,0.0,
ASL,0.0,,,0.0,0.0,,0.0
ASMTL,0.0,,,0.0,,0.0,
ASMTL-AS1,0.0,,,,,0.0,
ASNS,0.0,0.0,,0.0,0.0,,
ASNSD1,0.0,,,0.0,,,
ASPA,,,0.0,0.0,0.0,,
ASPDH,,,,1.0,0.0,,
ASPG,,,0.0,0.0,0.0,,
ASPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPHD1,,,0.0,,0.0,0.0,
ASPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPN,,,0.0,0.0,0.0,1.0,
ASPSCR1,,0.0,,,0.0,,
ASRGL1,0.0,0.0,,0.0,0.0,0.0,0.0
ASS1,,1.0,0.0,0.0,0.0,0.0,0.0
ASTE1,0.0,,,0.0,,,0.0
ASTL,,,,,,0.0,
ASTN1,,,0.0,1.0,,,
ASTN2,,,0.0,0.0,0.0,,
ASTN2-AS1,,,0.0,,,,
ASXL1,0.0,0.0,,0.0,0.0,0.0,
